timestamp,cpu,memory,request_rate,network,latency,resource_count
2026-01-01 06:38:00,39.98,49.26,104.55,10.66,20.82,2
2026-01-01 06:39:00,40.19,49.22,103.61,9.89,22.37,2
2026-01-01 06:40:00,40.48,50.27,109.51,9.48,19.94,2
2026-01-01 06:41:00,40.17,47.34,100.78,10.08,22.45,2
2026-01-01 06:42:00,37.13,48.06,97.72,9.08,22.99,2
2026-01-01 06:43:00,37.17,43.7,97.93,8.36,19.81,2
2026-01-01 06:44:00,38.18,50.12,98.33,7.9,19.57,2
2026-01-01 06:45:00,38.79,45.45,96.21,8.06,24.35,2
2026-01-01 06:46:00,37.65,51.18,99.63,3.71,20.86,2
2026-01-01 06:47:00,39.97,48.33,94.32,8.33,23.9,2
2026-01-01 06:48:00,38.27,47.97,94.06,7.26,21.66,2
2026-01-01 06:49:00,39.99,47.74,95.14,10.48,21.95,2
2026-01-01 06:50:00,40.5,48.6,98.1,8.37,22.95,2
2026-01-01 06:51:00,39.48,51.66,101.81,6.87,20.78,2
2026-01-01 06:52:00,42.05,44.74,96.04,8.09,22.77,2
2026-01-01 06:53:00,38.75,51.12,88.69,5.97,21.4,2
2026-01-01 06:54:00,40.28,49.78,95.98,8.87,20.27,2
2026-01-01 06:55:00,41.54,47.13,97.97,8.76,22.98,2
2026-01-01 06:56:00,39.6,46.71,94.39,9.46,21.73,2
2026-01-01 06:57:00,42.01,53.06,102.59,7.53,22.33,2
2026-01-01 06:58:00,41.14,47.51,102.96,8.8,20.59,2
2026-01-01 06:59:00,41.78,47.32,108.62,7.19,24.91,2
2026-01-01 07:00:00,42.12,52.02,108.27,10.26,23.9,2
2026-01-01 07:01:00,43.83,51.02,137.91,12.5,24.34,2
2026-01-01 07:02:00,48.28,50.02,165.26,14.79,23.23,2
2026-01-01 07:03:00,52.31,53.74,181.99,15.47,21.82,2
2026-01-01 07:04:00,52.73,51.41,205.09,18.05,27.42,2
2026-01-01 07:05:00,59.08,57.88,226.31,21.64,25.54,2
2026-01-01 07:06:00,60.48,58.29,251.05,20.91,24.76,2
2026-01-01 07:07:00,66.32,59.28,263.74,22.63,27.56,2
2026-01-01 07:08:00,71.77,60.84,285.27,22.62,30.29,2
2026-01-01 07:09:00,73.61,64.29,308.54,24.92,29.48,2
2026-01-01 07:10:00,76.45,61.76,317.46,27.13,32.94,2
2026-01-01 07:11:00,78.15,59.99,330.15,29.72,33.54,2
2026-01-01 07:12:00,81.21,64.32,339.14,28.44,31.93,3
2026-01-01 07:13:00,84.38,68.7,357.86,30.06,34.21,3
2026-01-01 07:14:00,89.73,64.38,381.62,31.83,39.49,3
2026-01-01 07:15:00,95.92,67.85,409.0,33.96,37.27,3
2026-01-01 07:16:00,98.0,70.13,388.65,33.48,42.22,3
2026-01-01 07:17:00,96.6,68.7,376.1,29.72,39.55,3
2026-01-01 07:18:00,93.83,65.88,347.92,31.49,39.52,3
2026-01-01 07:19:00,87.78,67.97,318.77,26.1,36.58,3
2026-01-01 07:20:00,83.75,68.95,298.59,26.46,34.35,3
2026-01-01 07:21:00,82.53,64.28,280.62,21.95,33.41,3
2026-01-01 07:22:00,81.29,61.65,260.41,23.14,31.94,3
2026-01-01 07:23:00,74.09,57.83,230.04,20.56,33.21,2
2026-01-01 07:24:00,69.0,59.67,210.39,18.46,30.22,2
2026-01-01 07:25:00,64.73,59.86,184.64,14.2,24.91,2
2026-01-01 07:26:00,61.34,57.42,169.21,14.76,28.41,2
2026-01-01 07:27:00,56.29,54.7,151.91,11.14,24.53,2
2026-01-01 07:28:00,53.18,52.43,127.86,10.49,24.77,2
2026-01-01 07:29:00,48.29,49.72,106.26,10.58,23.6,2
2026-01-01 07:30:00,44.11,52.11,82.06,8.17,21.95,2
2026-01-01 07:31:00,42.32,51.64,83.18,7.09,24.09,2
2026-01-01 07:32:00,40.77,46.18,89.3,6.13,22.53,2
2026-01-01 07:33:00,38.81,51.76,85.23,8.21,21.27,2
2026-01-01 07:34:00,38.29,49.55,88.93,7.59,19.93,2
2026-01-01 07:35:00,37.86,51.05,87.17,3.93,20.47,2
2026-01-01 07:36:00,36.95,45.25,84.23,8.33,19.19,2
2026-01-01 07:37:00,36.57,45.07,84.96,7.18,21.6,2
2026-01-01 07:38:00,38.84,48.3,80.98,8.69,20.2,2
2026-01-01 07:39:00,38.67,49.54,79.74,5.13,21.56,2
2026-01-01 07:40:00,36.97,51.53,75.37,1.64,23.71,2
2026-01-01 07:41:00,38.18,49.77,87.16,7.83,23.67,2
2026-01-01 07:42:00,37.5,47.64,88.37,7.95,21.7,2
2026-01-01 07:43:00,39.14,46.65,85.8,4.76,21.91,2
2026-01-01 07:44:00,39.16,51.16,88.0,6.01,24.87,2
2026-01-01 07:45:00,38.48,46.54,88.4,11.65,22.71,2
2026-01-01 07:46:00,38.86,51.86,88.22,7.04,21.5,2
2026-01-01 07:47:00,36.36,47.16,92.24,8.94,19.41,2
2026-01-01 07:48:00,35.71,50.68,96.65,7.24,22.02,2
2026-01-01 07:49:00,35.02,48.61,94.26,4.88,22.55,2
2026-01-01 07:50:00,36.4,47.47,91.84,7.55,20.61,2
2026-01-01 07:51:00,39.64,47.84,91.12,7.35,22.57,2
2026-01-01 07:52:00,41.74,48.93,80.32,6.23,21.97,2
2026-01-01 07:53:00,40.29,49.96,74.32,6.15,21.98,2
2026-01-01 07:54:00,39.76,49.07,83.21,7.47,18.43,2
2026-01-01 07:55:00,36.64,46.64,92.78,7.66,21.26,2
2026-01-01 07:56:00,36.45,47.43,92.11,5.93,23.01,2
2026-01-01 07:57:00,36.2,47.83,95.62,8.86,20.57,2
2026-01-01 07:58:00,36.43,43.49,97.53,5.37,21.64,2
2026-01-01 07:59:00,38.34,49.34,113.12,6.54,20.77,2
2026-01-01 08:00:00,39.45,46.85,117.67,11.11,22.64,2
2026-01-01 08:01:00,37.77,45.91,115.62,10.59,21.47,2
2026-01-01 08:02:00,40.34,45.75,109.59,9.23,20.85,2
2026-01-01 08:03:00,38.67,44.95,100.79,6.47,23.96,2
2026-01-01 08:04:00,39.62,46.15,101.74,7.59,23.52,2
2026-01-01 08:05:00,42.71,48.53,97.82,7.92,21.78,2
2026-01-01 08:06:00,39.74,52.82,90.89,5.33,22.9,2
2026-01-01 08:07:00,35.22,46.28,88.38,6.4,22.15,2
2026-01-01 08:08:00,35.34,47.72,83.9,8.11,22.32,2
2026-01-01 08:09:00,38.18,49.16,93.63,10.1,19.33,2
2026-01-01 08:10:00,41.65,49.84,98.55,7.75,24.01,2
2026-01-01 08:11:00,39.13,48.54,98.62,9.52,21.19,2
2026-01-01 08:12:00,40.61,46.82,106.13,6.15,21.77,2
2026-01-01 08:13:00,40.12,51.94,106.03,10.0,26.18,2
2026-01-01 08:14:00,40.01,52.62,101.24,7.4,22.65,2
2026-01-01 08:15:00,44.58,47.24,108.76,9.71,22.45,2
2026-01-01 08:16:00,41.48,47.47,110.75,9.04,19.16,2
2026-01-01 08:17:00,41.67,49.02,104.7,10.88,24.59,2
2026-01-01 08:18:00,42.02,47.78,103.38,7.48,20.55,2
2026-01-01 08:19:00,42.85,51.01,98.73,9.33,21.21,2
2026-01-01 08:20:00,41.44,48.05,91.92,7.39,21.96,2
2026-01-01 08:21:00,41.2,53.75,97.19,8.02,24.54,2
2026-01-01 08:22:00,40.68,51.62,106.96,8.82,23.48,2
2026-01-01 08:23:00,40.8,49.71,99.41,7.18,22.11,2
2026-01-01 08:24:00,40.17,51.11,102.28,8.67,22.69,2
2026-01-01 08:25:00,40.96,51.55,98.84,8.31,21.47,2
2026-01-01 08:26:00,39.82,47.81,96.5,8.56,22.38,2
2026-01-01 08:27:00,40.02,47.37,93.82,8.1,22.31,2
2026-01-01 08:28:00,39.27,48.9,89.99,8.85,23.52,2
2026-01-01 08:29:00,40.59,50.93,91.03,9.12,23.76,2
2026-01-01 08:30:00,39.44,49.08,87.6,5.87,22.84,2
2026-01-01 08:31:00,36.27,44.54,89.94,8.95,20.98,2
2026-01-01 08:32:00,38.8,46.98,90.49,5.91,23.1,2
2026-01-01 08:33:00,37.17,47.86,90.06,8.54,21.55,2
2026-01-01 08:34:00,36.22,47.53,86.32,8.27,19.9,2
2026-01-01 08:35:00,35.57,51.39,84.53,4.32,20.8,2
2026-01-01 08:36:00,38.45,45.68,89.54,7.75,22.05,2
2026-01-01 08:37:00,35.29,48.36,92.88,7.19,22.72,2
2026-01-01 08:38:00,40.84,52.27,88.57,6.39,22.08,2
2026-01-01 08:39:00,41.43,54.04,89.98,9.67,20.64,2
2026-01-01 08:40:00,40.88,48.5,94.54,7.06,22.44,2
2026-01-01 08:41:00,39.56,49.83,86.63,6.15,22.29,2
2026-01-01 08:42:00,39.47,49.95,90.41,7.8,22.38,2
2026-01-01 08:43:00,39.59,49.25,87.87,8.5,23.51,2
2026-01-01 08:44:00,40.12,48.84,91.69,7.58,23.75,2
2026-01-01 08:45:00,40.11,49.91,88.54,9.28,21.33,2
2026-01-01 08:46:00,38.83,43.53,80.43,7.63,21.07,2
2026-01-01 08:47:00,37.12,49.35,73.86,3.01,20.12,2
2026-01-01 08:48:00,36.23,47.93,76.19,5.68,22.57,2
2026-01-01 08:49:00,35.82,47.09,79.39,5.91,23.62,2
2026-01-01 08:50:00,37.34,52.16,76.52,7.22,21.25,2
2026-01-01 08:51:00,37.87,46.91,81.59,3.0,21.45,2
2026-01-01 08:52:00,32.44,45.55,74.76,10.18,23.04,2
2026-01-01 08:53:00,34.42,51.03,76.45,7.29,21.95,2
2026-01-01 08:54:00,34.72,45.49,72.28,6.37,21.9,2
2026-01-01 08:55:00,34.53,45.99,71.23,7.83,19.43,2
2026-01-01 08:56:00,34.03,46.61,73.77,9.79,22.14,2
2026-01-01 08:57:00,35.81,49.22,71.57,7.39,20.05,2
2026-01-01 08:58:00,36.73,48.27,71.92,7.54,19.91,2
2026-01-01 08:59:00,35.26,44.76,79.2,6.93,20.83,2
2026-01-01 09:00:00,35.99,46.53,77.98,6.42,20.6,2
2026-01-01 09:01:00,34.81,45.97,83.92,6.42,20.93,2
2026-01-01 09:02:00,33.13,46.44,79.56,5.52,18.8,2
2026-01-01 09:03:00,33.46,47.56,83.84,6.1,22.46,2
2026-01-01 09:04:00,36.51,48.61,92.34,5.82,23.26,2
2026-01-01 09:05:00,37.8,44.68,80.6,6.74,18.88,2
2026-01-01 09:06:00,37.81,50.36,78.16,4.12,23.27,2
2026-01-01 09:07:00,38.46,48.97,82.8,7.32,20.71,2
2026-01-01 09:08:00,38.59,51.28,83.16,7.01,23.23,2
2026-01-01 09:09:00,37.17,48.9,86.36,7.56,21.59,2
2026-01-01 09:10:00,37.72,50.4,84.43,6.39,21.83,2
2026-01-01 09:11:00,38.75,49.49,86.11,11.93,21.7,2
2026-01-01 09:12:00,39.37,51.47,86.44,9.39,23.9,2
2026-01-01 09:13:00,40.91,50.36,93.37,6.07,20.5,2
2026-01-01 09:14:00,41.31,49.26,95.17,8.44,23.35,2
2026-01-01 09:15:00,41.19,53.96,97.24,7.35,24.07,2
2026-01-01 09:16:00,42.06,51.5,95.4,6.59,23.64,2
2026-01-01 09:17:00,40.83,50.44,93.33,5.92,25.84,2
2026-01-01 09:18:00,38.64,45.97,91.7,8.44,21.16,2
2026-01-01 09:19:00,38.47,45.89,94.34,7.0,23.36,2
2026-01-01 09:20:00,37.38,48.67,92.69,9.33,21.57,2
2026-01-01 09:21:00,36.91,48.21,94.72,9.54,23.49,2
2026-01-01 09:22:00,38.16,47.13,105.52,11.03,21.86,2
2026-01-01 09:23:00,38.28,48.68,109.44,8.02,21.31,2
2026-01-01 09:24:00,38.91,51.8,107.05,9.81,23.96,2
2026-01-01 09:25:00,37.33,49.46,112.49,10.51,20.98,2
2026-01-01 09:26:00,39.24,46.45,109.45,8.59,19.94,2
2026-01-01 09:27:00,39.41,48.57,98.51,7.22,21.32,2
2026-01-01 09:28:00,37.94,46.67,93.58,10.37,22.76,2
2026-01-01 09:29:00,38.58,47.73,84.74,7.54,24.03,2
2026-01-01 09:30:00,39.38,47.96,84.21,8.11,22.25,2
2026-01-01 09:31:00,36.17,46.71,85.56,6.04,23.49,2
2026-01-01 09:32:00,36.03,45.1,95.1,6.25,19.45,2
2026-01-01 09:33:00,36.06,47.37,97.13,7.4,20.83,2
2026-01-01 09:34:00,35.77,46.4,96.26,8.0,21.01,2
2026-01-01 09:35:00,38.54,42.63,100.71,6.96,21.77,2
2026-01-01 09:36:00,38.03,52.42,89.59,7.6,21.97,2
2026-01-01 09:37:00,37.74,50.39,91.61,5.25,22.83,2
2026-01-01 09:38:00,35.25,46.59,96.13,6.49,20.68,2
2026-01-01 09:39:00,37.1,48.02,89.05,8.58,21.89,2
2026-01-01 09:40:00,35.95,45.24,95.64,9.04,21.4,2
2026-01-01 09:41:00,37.3,51.45,97.68,7.72,20.32,2
2026-01-01 09:42:00,38.36,52.22,95.79,6.62,21.74,2
2026-01-01 09:43:00,40.93,49.64,99.29,6.9,22.15,2
2026-01-01 09:44:00,39.39,50.83,110.7,8.85,21.84,2
2026-01-01 09:45:00,35.83,47.89,110.76,10.38,21.5,2
2026-01-01 09:46:00,38.34,45.75,111.14,10.84,22.02,2
2026-01-01 09:47:00,42.18,48.94,107.95,8.43,21.94,2
2026-01-01 09:48:00,43.49,50.49,103.06,7.03,24.74,2
2026-01-01 09:49:00,43.07,49.17,106.97,9.49,21.0,2
2026-01-01 09:50:00,41.41,49.06,102.13,7.45,21.37,2
2026-01-01 09:51:00,42.29,49.62,102.32,7.92,26.78,2
2026-01-01 09:52:00,40.01,48.84,99.75,10.47,20.64,2
2026-01-01 09:53:00,40.87,49.41,102.16,9.92,20.33,2
2026-01-01 09:54:00,41.58,47.43,103.66,9.05,23.59,2
2026-01-01 09:55:00,43.22,48.69,108.55,7.32,19.66,2
2026-01-01 09:56:00,46.6,48.74,105.32,9.27,23.04,2
2026-01-01 09:57:00,45.13,52.75,103.54,10.4,26.34,2
2026-01-01 09:58:00,42.46,45.65,98.37,7.8,20.32,2
2026-01-01 09:59:00,41.3,51.76,96.27,10.21,19.46,2
2026-01-01 10:00:00,38.53,51.26,104.86,10.85,19.69,2
2026-01-01 10:01:00,39.03,48.06,114.66,12.24,23.37,2
2026-01-01 10:02:00,39.82,43.73,115.27,10.26,23.86,2
2026-01-01 10:03:00,40.83,48.57,124.8,11.49,21.58,2
2026-01-01 10:04:00,43.29,50.02,135.99,13.68,23.82,2
2026-01-01 10:05:00,43.82,48.31,141.58,12.71,24.97,2
2026-01-01 10:06:00,47.94,50.75,154.04,12.34,26.31,2
2026-01-01 10:07:00,48.82,55.15,152.25,12.27,23.42,2
2026-01-01 10:08:00,49.1,53.51,148.24,12.96,20.39,2
2026-01-01 10:09:00,48.35,50.07,141.89,10.12,22.47,2
2026-01-01 10:10:00,49.33,49.07,152.42,12.74,23.24,2
2026-01-01 10:11:00,51.36,52.32,157.9,15.07,23.86,2
2026-01-01 10:12:00,50.24,52.16,159.39,10.26,23.76,2
2026-01-01 10:13:00,50.04,53.51,162.44,16.11,25.69,2
2026-01-01 10:14:00,50.14,51.48,158.21,15.13,25.94,2
2026-01-01 10:15:00,49.63,53.39,172.19,13.95,23.68,2
2026-01-01 10:16:00,50.17,56.43,173.46,15.56,25.68,2
2026-01-01 10:17:00,51.11,54.52,174.53,14.84,24.74,2
2026-01-01 10:18:00,54.04,53.82,178.59,17.03,24.82,2
2026-01-01 10:19:00,55.2,53.95,181.11,16.87,26.3,2
2026-01-01 10:20:00,55.92,53.86,182.14,13.38,25.17,2
2026-01-01 10:21:00,57.08,57.34,178.02,16.01,28.36,2
2026-01-01 10:22:00,56.54,53.53,180.53,15.04,23.02,2
2026-01-01 10:23:00,57.63,55.26,189.9,16.27,24.6,2
2026-01-01 10:24:00,58.01,55.41,195.84,15.55,25.25,2
2026-01-01 10:25:00,59.28,54.75,202.54,19.84,26.33,2
2026-01-01 10:26:00,58.53,52.74,198.18,18.41,27.44,2
2026-01-01 10:27:00,54.81,54.83,191.77,15.19,24.83,2
2026-01-01 10:28:00,55.74,54.39,190.2,14.17,22.9,2
2026-01-01 10:29:00,58.64,56.53,189.67,15.54,26.82,2
2026-01-01 10:30:00,60.11,54.97,194.36,17.17,26.95,2
2026-01-01 10:31:00,60.45,58.6,184.75,16.06,22.97,2
2026-01-01 10:32:00,61.59,54.8,192.02,18.2,26.08,2
2026-01-01 10:33:00,60.49,59.59,190.27,17.36,23.5,2
2026-01-01 10:34:00,59.72,52.41,187.31,17.38,24.75,2
2026-01-01 10:35:00,57.61,56.03,181.67,15.93,24.02,2
2026-01-01 10:36:00,56.1,55.59,173.26,12.64,26.31,2
2026-01-01 10:37:00,56.84,53.3,177.91,14.83,25.41,2
2026-01-01 10:38:00,58.25,56.23,178.45,16.76,23.56,2
2026-01-01 10:39:00,56.7,57.4,172.12,14.55,26.53,2
2026-01-01 10:40:00,54.82,49.75,166.28,14.89,22.72,2
2026-01-01 10:41:00,54.23,54.99,165.7,13.61,25.26,2
2026-01-01 10:42:00,55.42,49.41,175.19,13.35,23.75,2
2026-01-01 10:43:00,53.05,51.64,174.27,14.63,24.0,2
2026-01-01 10:44:00,49.75,55.67,167.22,14.68,24.71,2
2026-01-01 10:45:00,50.2,51.41,167.01,13.21,24.82,2
2026-01-01 10:46:00,49.47,49.97,166.68,13.81,25.91,2
2026-01-01 10:47:00,49.19,51.82,154.27,11.7,23.73,2
2026-01-01 10:48:00,49.68,56.52,156.05,14.94,24.4,2
2026-01-01 10:49:00,49.59,48.69,156.81,12.89,23.27,2
2026-01-01 10:50:00,52.76,51.36,162.15,15.96,24.77,2
2026-01-01 10:51:00,53.88,56.85,172.82,16.98,25.36,2
2026-01-01 10:52:00,55.01,57.97,179.03,15.1,24.75,2
2026-01-01 10:53:00,56.13,54.44,177.76,13.6,22.4,2
2026-01-01 10:54:00,53.85,51.37,172.41,11.53,25.19,2
2026-01-01 10:55:00,56.57,58.99,185.88,13.59,25.73,2
2026-01-01 10:56:00,56.66,58.02,185.71,13.72,24.18,2
2026-01-01 10:57:00,57.8,56.59,185.32,17.82,23.48,2
2026-01-01 10:58:00,55.9,52.94,184.78,15.88,27.28,2
2026-01-01 10:59:00,53.98,53.8,185.38,16.34,25.45,2
2026-01-01 11:00:00,56.21,54.35,184.23,12.33,24.77,2
2026-01-01 11:01:00,56.77,55.53,181.02,13.59,23.51,2
2026-01-01 11:02:00,55.02,57.16,178.21,16.48,23.67,2
2026-01-01 11:03:00,53.93,55.64,178.19,15.58,26.66,2
2026-01-01 11:04:00,56.04,52.46,175.62,14.71,25.29,2
2026-01-01 11:05:00,53.71,56.55,172.4,15.5,23.84,2
2026-01-01 11:06:00,56.52,55.41,173.54,17.2,25.94,2
2026-01-01 11:07:00,54.48,55.44,172.78,14.36,23.59,2
2026-01-01 11:08:00,56.03,57.54,180.88,15.48,27.34,2
2026-01-01 11:09:00,54.66,51.91,167.56,14.53,26.87,2
2026-01-01 11:10:00,55.61,54.39,174.01,18.38,24.31,2
2026-01-01 11:11:00,54.98,53.18,180.72,12.21,23.95,2
2026-01-01 11:12:00,54.42,50.91,170.29,15.5,20.87,2
2026-01-01 11:13:00,54.29,54.69,169.36,14.22,22.55,2
2026-01-01 11:14:00,52.57,58.42,168.35,15.16,22.45,2
2026-01-01 11:15:00,53.64,50.09,162.25,12.8,24.86,2
2026-01-01 11:16:00,52.28,53.23,159.78,13.51,23.92,2
2026-01-01 11:17:00,51.55,54.32,155.84,14.31,22.26,2
2026-01-01 11:18:00,50.67,52.98,166.54,18.82,23.7,2
2026-01-01 11:19:00,48.15,51.63,172.29,15.86,24.43,2
2026-01-01 11:20:00,50.56,50.1,179.27,13.97,24.89,2
2026-01-01 11:21:00,56.29,55.17,182.93,14.91,22.28,2
2026-01-01 11:22:00,57.16,53.49,177.05,14.37,25.1,2
2026-01-01 11:23:00,56.35,50.34,174.67,12.15,23.07,2
2026-01-01 11:24:00,55.66,56.87,177.54,14.6,26.37,2
2026-01-01 11:25:00,55.23,56.25,171.63,15.69,26.12,2
2026-01-01 11:26:00,56.03,54.71,175.86,13.04,23.74,2
2026-01-01 11:27:00,53.9,54.32,174.99,16.45,23.55,2
2026-01-01 11:28:00,55.85,56.7,173.52,15.48,24.36,2
2026-01-01 11:29:00,56.81,55.33,177.59,13.99,21.85,2
2026-01-01 11:30:00,57.6,56.97,180.0,15.09,25.87,2
2026-01-01 11:31:00,57.57,54.56,178.2,17.54,24.95,2
2026-01-01 11:32:00,57.34,57.69,184.14,16.75,26.78,2
2026-01-01 11:33:00,57.77,55.86,178.4,15.18,23.75,2
2026-01-01 11:34:00,58.15,55.74,181.61,15.08,24.54,2
2026-01-01 11:35:00,57.18,52.47,184.45,15.79,23.03,2
2026-01-01 11:36:00,56.08,55.2,182.54,14.75,23.59,2
2026-01-01 11:37:00,56.49,53.11,183.97,12.48,23.39,2
2026-01-01 11:38:00,58.46,54.18,177.4,18.14,27.02,2
2026-01-01 11:39:00,55.89,52.93,182.23,15.72,24.01,2
2026-01-01 11:40:00,53.81,51.7,181.12,15.99,24.87,2
2026-01-01 11:41:00,54.71,58.4,178.42,15.08,24.28,2
2026-01-01 11:42:00,55.5,57.09,183.79,14.52,23.09,2
2026-01-01 11:43:00,55.94,58.42,179.97,15.02,24.82,2
2026-01-01 11:44:00,55.83,52.09,172.93,12.3,25.95,2
2026-01-01 11:45:00,54.55,54.24,165.71,17.5,23.01,2
2026-01-01 11:46:00,56.59,52.22,169.88,12.59,26.4,2
2026-01-01 11:47:00,52.88,52.12,164.29,12.42,23.24,2
2026-01-01 11:48:00,52.33,51.48,174.32,14.16,23.7,2
2026-01-01 11:49:00,52.37,55.81,164.37,15.9,25.22,2
2026-01-01 11:50:00,50.76,51.97,174.1,14.82,23.14,2
2026-01-01 11:51:00,52.02,55.35,175.63,13.07,24.42,2
2026-01-01 11:52:00,55.59,55.67,175.49,16.8,24.53,2
2026-01-01 11:53:00,55.29,58.96,173.13,15.81,25.15,2
2026-01-01 11:54:00,55.58,51.49,175.67,15.74,21.43,2
2026-01-01 11:55:00,53.54,56.26,175.83,16.02,21.89,2
2026-01-01 11:56:00,53.6,56.05,181.68,19.03,25.57,2
2026-01-01 11:57:00,54.02,51.96,182.12,18.76,26.28,2
2026-01-01 11:58:00,54.43,56.06,182.7,14.5,23.43,2
2026-01-01 11:59:00,56.95,55.6,180.67,17.79,24.88,2
2026-01-01 12:00:00,57.48,54.66,180.33,15.9,25.79,2
2026-01-01 12:01:00,56.82,53.24,201.84,17.91,26.27,2
2026-01-01 12:02:00,59.22,54.29,213.14,15.58,22.62,2
2026-01-01 12:03:00,62.13,60.84,226.95,19.04,24.85,2
2026-01-01 12:04:00,66.71,58.35,251.71,20.18,26.51,2
2026-01-01 12:05:00,71.86,61.72,273.23,24.47,29.64,2
2026-01-01 12:06:00,72.69,58.86,292.85,26.5,32.77,2
2026-01-01 12:07:00,74.98,59.68,313.51,23.54,29.9,2
2026-01-01 12:08:00,77.35,64.24,335.77,28.51,29.39,2
2026-01-01 12:09:00,81.67,60.88,353.41,31.72,34.39,3
2026-01-01 12:10:00,86.69,64.51,370.05,31.17,38.43,3
2026-01-01 12:11:00,92.25,67.36,391.82,34.4,39.56,3
2026-01-01 12:12:00,95.38,68.61,407.58,35.17,39.69,3
2026-01-01 12:13:00,98.0,68.94,430.62,37.12,43.88,3
2026-01-01 12:14:00,98.0,70.09,442.86,37.24,43.44,3
2026-01-01 12:15:00,98.0,70.69,469.37,38.07,40.9,3
2026-01-01 12:16:00,98.0,70.77,492.59,40.19,43.01,3
2026-01-01 12:17:00,98.0,67.33,500.0,43.56,43.94,3
2026-01-01 12:18:00,98.0,68.73,500.0,42.53,44.21,3
2026-01-01 12:19:00,98.0,71.69,500.0,42.29,42.34,3
2026-01-01 12:20:00,98.0,71.09,500.0,41.86,41.9,3
2026-01-01 12:21:00,98.0,66.55,500.0,42.04,44.28,3
2026-01-01 12:22:00,98.0,70.0,500.0,44.07,40.62,3
2026-01-01 12:23:00,98.0,65.34,500.0,42.0,43.1,3
2026-01-01 12:24:00,98.0,69.39,493.68,39.95,40.38,3
2026-01-01 12:25:00,98.0,73.1,476.78,41.64,44.04,3
2026-01-01 12:26:00,98.0,67.4,453.41,38.23,42.05,3
2026-01-01 12:27:00,98.0,67.63,434.87,37.01,44.34,3
2026-01-01 12:28:00,98.0,70.83,411.5,37.39,43.18,3
2026-01-01 12:29:00,98.0,66.21,389.12,33.04,40.61,3
2026-01-01 12:30:00,98.0,68.03,362.96,31.29,44.58,3
2026-01-01 12:31:00,93.74,69.0,339.71,27.11,42.51,3
2026-01-01 12:32:00,90.64,65.46,314.57,26.41,39.86,3
2026-01-01 12:33:00,89.37,65.81,291.73,25.71,36.73,3
2026-01-01 12:34:00,82.6,65.4,279.26,21.4,33.82,3
2026-01-01 12:35:00,78.9,63.46,256.17,22.08,32.54,2
2026-01-01 12:36:00,74.88,61.74,251.24,21.51,29.13,2
2026-01-01 12:37:00,72.72,59.77,234.41,19.99,31.58,2
2026-01-01 12:38:00,69.4,60.03,215.78,19.9,27.71,2
2026-01-01 12:39:00,64.58,57.35,191.82,16.81,22.57,2
2026-01-01 12:40:00,62.02,57.62,175.98,17.18,26.67,2
2026-01-01 12:41:00,62.16,55.76,173.42,13.25,25.67,2
2026-01-01 12:42:00,59.34,55.4,174.56,15.04,25.57,2
2026-01-01 12:43:00,59.8,53.95,187.79,16.09,25.21,2
2026-01-01 12:44:00,57.0,54.88,186.69,14.26,26.47,2
2026-01-01 12:45:00,56.05,52.99,191.9,17.75,26.77,2
2026-01-01 12:46:00,57.26,52.81,187.43,19.42,25.73,2
2026-01-01 12:47:00,59.51,56.35,186.66,15.84,25.2,2
2026-01-01 12:48:00,59.86,56.38,194.99,17.33,25.71,2
2026-01-01 12:49:00,58.79,57.14,190.65,16.33,25.61,2
2026-01-01 12:50:00,59.13,54.83,198.86,15.83,24.44,2
2026-01-01 12:51:00,57.62,55.98,200.89,14.34,26.24,2
2026-01-01 12:52:00,59.11,56.79,196.41,15.64,26.33,2
2026-01-01 12:53:00,60.62,57.11,198.26,14.76,28.22,2
2026-01-01 12:54:00,59.84,54.29,201.66,19.7,27.65,2
2026-01-01 12:55:00,59.41,56.09,203.04,17.09,24.66,2
2026-01-01 12:56:00,59.55,56.57,193.34,15.92,26.95,2
2026-01-01 12:57:00,58.25,55.4,188.64,17.37,24.06,2
2026-01-01 12:58:00,57.84,51.07,186.71,14.19,26.45,2
2026-01-01 12:59:00,60.75,56.58,185.8,14.64,25.16,2
2026-01-01 13:00:00,59.31,60.18,188.44,16.12,24.14,2
2026-01-01 13:01:00,58.22,54.66,188.65,17.58,25.9,2
2026-01-01 13:02:00,56.56,53.34,181.28,16.16,21.17,2
2026-01-01 13:03:00,57.7,55.94,183.08,15.93,22.76,2
2026-01-01 13:04:00,57.24,55.66,185.89,15.92,25.04,2
2026-01-01 13:05:00,56.41,57.13,188.22,16.6,25.28,2
2026-01-01 13:06:00,59.16,53.19,192.96,16.7,25.09,2
2026-01-01 13:07:00,61.31,57.92,196.1,15.12,23.67,2
2026-01-01 13:08:00,59.75,57.09,197.1,16.82,24.53,2
2026-01-01 13:09:00,56.71,54.56,195.39,15.0,25.8,2
2026-01-01 13:10:00,58.38,56.11,185.85,15.92,26.38,2
2026-01-01 13:11:00,57.05,57.03,187.53,15.22,25.24,2
2026-01-01 13:12:00,58.43,57.19,187.97,19.79,27.25,2
2026-01-01 13:13:00,55.23,52.04,188.69,15.98,25.54,2
2026-01-01 13:14:00,56.95,56.57,181.61,13.33,24.13,2
2026-01-01 13:15:00,54.53,53.95,176.07,14.76,24.39,2
2026-01-01 13:16:00,56.25,54.83,181.65,16.22,23.02,2
